Induced Coil Voltages at Rated Speed
Electric Degree
(Volts)
0	0.000000
1	-0.000023
2	-0.000047
3	-0.000074
4	-0.000105
5	-0.000143
6	-0.000189
7	-0.000246
8	-0.000319
9	-0.000410
10	-0.000527
11	-0.000677
12	-0.000869
13	-0.001117
14	-0.001439
15	-0.001860
16	-0.002412
17	-0.003142
18	-0.004119
19	-0.005440
20	-0.007257
21	-0.009810
22	-0.013529
23	-0.019283
24	-0.029091
25	-0.047722
26	-0.083746
27	-0.140007
28	-0.196269
29	-0.232292
30	-0.250924
31	-0.260732
32	-0.266486
33	-0.270204
34	-0.272758
35	-0.274574
36	-0.275895
37	-0.276872
38	-0.277602
39	-0.278154
40	-0.278574
41	-0.278896
42	-0.279143
43	-0.279335
44	-0.279484
45	-0.279599
46	-0.279690
47	-0.279760
48	-0.279815
49	-0.279858
50	-0.279892
51	-0.279918
52	-0.279939
53	-0.279955
54	-0.279968
55	-0.279978
56	-0.279986
57	-0.279992
58	-0.279997
59	-0.280001
60	-0.280004
61	-0.280006
62	-0.280008
63	-0.280010
64	-0.280011
65	-0.280012
66	-0.280012
67	-0.280013
68	-0.280013
69	-0.280014
70	-0.280014
71	-0.280014
72	-0.280014
73	-0.280014
74	-0.280015
75	-0.280015
76	-0.280015
77	-0.280015
78	-0.280015
79	-0.280015
80	-0.280015
81	-0.280015
82	-0.280015
83	-0.280015
84	-0.280015
85	-0.280015
86	-0.280015
87	-0.280015
88	-0.280015
89	-0.280015
90	-0.280015
91	-0.280015
92	-0.280015
93	-0.280015
94	-0.280015
95	-0.280015
96	-0.280015
97	-0.280015
98	-0.280015
99	-0.280015
100	-0.280015
101	-0.280015
102	-0.280015
103	-0.280015
104	-0.280015
105	-0.280015
106	-0.280015
107	-0.280014
108	-0.280014
109	-0.280014
110	-0.280014
111	-0.280014
112	-0.280013
113	-0.280013
114	-0.280012
115	-0.280012
116	-0.280011
117	-0.280010
118	-0.280008
119	-0.280006
120	-0.280004
121	-0.280001
122	-0.279997
123	-0.279992
124	-0.279986
125	-0.279978
126	-0.279968
127	-0.279955
128	-0.279939
129	-0.279918
130	-0.279892
131	-0.279858
132	-0.279815
133	-0.279760
134	-0.279690
135	-0.279599
136	-0.279484
137	-0.279335
138	-0.279143
139	-0.278896
140	-0.278574
141	-0.278154
142	-0.277602
143	-0.276872
144	-0.275895
145	-0.274574
146	-0.272758
147	-0.270204
148	-0.266486
149	-0.260732
150	-0.250924
151	-0.232292
152	-0.196269
153	-0.140007
154	-0.083746
155	-0.047722
156	-0.029091
157	-0.019283
158	-0.013529
159	-0.009810
160	-0.007257
161	-0.005440
162	-0.004119
163	-0.003142
164	-0.002412
165	-0.001860
166	-0.001439
167	-0.001117
168	-0.000869
169	-0.000677
170	-0.000527
171	-0.000410
172	-0.000319
173	-0.000246
174	-0.000189
175	-0.000143
176	-0.000105
177	-0.000074
178	-0.000047
179	-0.000023
180	0.000000
181	0.000023
182	0.000047
183	0.000074
184	0.000105
185	0.000143
186	0.000189
187	0.000246
188	0.000319
189	0.000410
190	0.000527
191	0.000677
192	0.000869
193	0.001117
194	0.001439
195	0.001860
196	0.002412
197	0.003142
198	0.004119
199	0.005440
200	0.007257
201	0.009810
202	0.013529
203	0.019283
204	0.029091
205	0.047722
206	0.083746
207	0.140007
208	0.196269
209	0.232292
210	0.250924
211	0.260732
212	0.266486
213	0.270204
214	0.272758
215	0.274574
216	0.275895
217	0.276872
218	0.277602
219	0.278154
220	0.278574
221	0.278896
222	0.279143
223	0.279335
224	0.279484
225	0.279599
226	0.279690
227	0.279760
228	0.279815
229	0.279858
230	0.279892
231	0.279918
232	0.279939
233	0.279955
234	0.279968
235	0.279978
236	0.279986
237	0.279992
238	0.279997
239	0.280001
240	0.280004
241	0.280006
242	0.280008
243	0.280010
244	0.280011
245	0.280012
246	0.280012
247	0.280013
248	0.280013
249	0.280014
250	0.280014
251	0.280014
252	0.280014
253	0.280014
254	0.280015
255	0.280015
256	0.280015
257	0.280015
258	0.280015
259	0.280015
260	0.280015
261	0.280015
262	0.280015
263	0.280015
264	0.280015
265	0.280015
266	0.280015
267	0.280015
268	0.280015
269	0.280015
270	0.280015
271	0.280015
272	0.280015
273	0.280015
274	0.280015
275	0.280015
276	0.280015
277	0.280015
278	0.280015
279	0.280015
280	0.280015
281	0.280015
282	0.280015
283	0.280015
284	0.280015
285	0.280015
286	0.280015
287	0.280014
288	0.280014
289	0.280014
290	0.280014
291	0.280014
292	0.280013
293	0.280013
294	0.280012
295	0.280012
296	0.280011
297	0.280010
298	0.280008
299	0.280006
300	0.280004
301	0.280001
302	0.279997
303	0.279992
304	0.279986
305	0.279978
306	0.279968
307	0.279955
308	0.279939
309	0.279918
310	0.279892
311	0.279858
312	0.279815
313	0.279760
314	0.279690
315	0.279599
316	0.279484
317	0.279335
318	0.279143
319	0.278896
320	0.278574
321	0.278154
322	0.277602
323	0.276872
324	0.275895
325	0.274574
326	0.272758
327	0.270204
328	0.266486
329	0.260732
330	0.250924
331	0.232292
332	0.196269
333	0.140007
334	0.083746
335	0.047722
336	0.029091
337	0.019283
338	0.013529
339	0.009810
340	0.007257
341	0.005440
342	0.004119
343	0.003142
344	0.002412
345	0.001860
346	0.001439
347	0.001117
348	0.000869
349	0.000677
350	0.000527
351	0.000410
352	0.000319
353	0.000246
354	0.000189
355	0.000143
356	0.000105
357	0.000074
358	0.000047
359	0.000023
360	-0.000000
One-Conductor Voltage
0	0.250924
1	0.232270
2	0.196222
3	0.139933
4	0.083641
5	0.047580
6	0.028902
7	0.019037
8	0.013210
9	0.009400
10	0.006730
11	0.004764
12	0.003250
13	0.002025
14	0.000972
15	0.000000
16	-0.000972
17	-0.002025
18	-0.003250
19	-0.004764
20	-0.006730
21	-0.009400
22	-0.013210
23	-0.019037
24	-0.028902
25	-0.047580
26	-0.083641
27	-0.139933
28	-0.196222
29	-0.232270
30	-0.250924
31	-0.260755
32	-0.266533
33	-0.270278
34	-0.272863
35	-0.274717
36	-0.276084
37	-0.277118
38	-0.277921
39	-0.278564
40	-0.279101
41	-0.279572
42	-0.280012
43	-0.280452
44	-0.280923
45	-0.281459
46	-0.282101
47	-0.282902
48	-0.283934
49	-0.285299
50	-0.287149
51	-0.289728
52	-0.293468
53	-0.299238
54	-0.309059
55	-0.327701
56	-0.363732
57	-0.420000
58	-0.476266
59	-0.512293
60	-0.530928
61	-0.540738
62	-0.546494
63	-0.550214
64	-0.552768
65	-0.554586
66	-0.555908
67	-0.556885
68	-0.557616
69	-0.558168
70	-0.558588
71	-0.558910
72	-0.559158
73	-0.559349
74	-0.559498
75	-0.559614
76	-0.559704
77	-0.559775
78	-0.559830
79	-0.559873
80	-0.559907
81	-0.559933
82	-0.559954
83	-0.559970
84	-0.559983
85	-0.559993
86	-0.560001
87	-0.560007
88	-0.560012
89	-0.560016
90	-0.560019
91	-0.560021
92	-0.560023
93	-0.560024
94	-0.560026
95	-0.560026
96	-0.560027
97	-0.560028
98	-0.560028
99	-0.560028
100	-0.560029
101	-0.560029
102	-0.560029
103	-0.560029
104	-0.560029
105	-0.560029
106	-0.560029
107	-0.560029
108	-0.560029
109	-0.560029
110	-0.560029
111	-0.560028
112	-0.560028
113	-0.560028
114	-0.560027
115	-0.560026
116	-0.560026
117	-0.560024
118	-0.560023
119	-0.560021
120	-0.560019
121	-0.560016
122	-0.560012
123	-0.560007
124	-0.560001
125	-0.559993
126	-0.559983
127	-0.559970
128	-0.559954
129	-0.559933
130	-0.559907
131	-0.559873
132	-0.559830
133	-0.559775
134	-0.559704
135	-0.559614
136	-0.559498
137	-0.559349
138	-0.559158
139	-0.558910
140	-0.558588
141	-0.558168
142	-0.557616
143	-0.556885
144	-0.555908
145	-0.554586
146	-0.552768
147	-0.550214
148	-0.546494
149	-0.540738
150	-0.530928
151	-0.512293
152	-0.476266
153	-0.420000
154	-0.363732
155	-0.327701
156	-0.309059
157	-0.299238
158	-0.293468
159	-0.289728
160	-0.287149
161	-0.285299
162	-0.283934
163	-0.282902
164	-0.282101
165	-0.281459
166	-0.280923
167	-0.280452
168	-0.280012
169	-0.279572
170	-0.279101
171	-0.278564
172	-0.277921
173	-0.277118
174	-0.276084
175	-0.274717
176	-0.272863
177	-0.270278
178	-0.266533
179	-0.260755
180	-0.250924
181	-0.232270
182	-0.196222
183	-0.139933
184	-0.083641
185	-0.047580
186	-0.028902
187	-0.019037
188	-0.013210
189	-0.009400
190	-0.006730
191	-0.004764
192	-0.003250
193	-0.002025
194	-0.000972
195	0.000000
196	0.000972
197	0.002025
198	0.003250
199	0.004764
200	0.006730
201	0.009400
202	0.013210
203	0.019037
204	0.028902
205	0.047580
206	0.083641
207	0.139933
208	0.196222
209	0.232270
210	0.250924
211	0.260755
212	0.266533
213	0.270278
214	0.272863
215	0.274717
216	0.276084
217	0.277118
218	0.277921
219	0.278564
220	0.279101
221	0.279572
222	0.280012
223	0.280452
224	0.280923
225	0.281459
226	0.282101
227	0.282902
228	0.283934
229	0.285299
230	0.287149
231	0.289728
232	0.293468
233	0.299238
234	0.309059
235	0.327701
236	0.363732
237	0.420000
238	0.476266
239	0.512293
240	0.530928
241	0.540738
242	0.546494
243	0.550214
244	0.552768
245	0.554586
246	0.555908
247	0.556885
248	0.557616
249	0.558168
250	0.558588
251	0.558910
252	0.559158
253	0.559349
254	0.559498
255	0.559614
256	0.559704
257	0.559775
258	0.559830
259	0.559873
260	0.559907
261	0.559933
262	0.559954
263	0.559970
264	0.559983
265	0.559993
266	0.560001
267	0.560007
268	0.560012
269	0.560016
270	0.560019
271	0.560021
272	0.560023
273	0.560024
274	0.560026
275	0.560026
276	0.560027
277	0.560028
278	0.560028
279	0.560028
280	0.560029
281	0.560029
282	0.560029
283	0.560029
284	0.560029
285	0.560029
286	0.560029
287	0.560029
288	0.560029
289	0.560029
290	0.560029
291	0.560028
292	0.560028
293	0.560028
294	0.560027
295	0.560026
296	0.560026
297	0.560024
298	0.560023
299	0.560021
300	0.560019
301	0.560016
302	0.560012
303	0.560007
304	0.560001
305	0.559993
306	0.559983
307	0.559970
308	0.559954
309	0.559933
310	0.559907
311	0.559873
312	0.559830
313	0.559775
314	0.559704
315	0.559614
316	0.559498
317	0.559349
318	0.559158
319	0.558910
320	0.558588
321	0.558168
322	0.557616
323	0.556885
324	0.555908
325	0.554586
326	0.552768
327	0.550214
328	0.546494
329	0.540738
330	0.530928
331	0.512293
332	0.476266
333	0.420000
334	0.363732
335	0.327701
336	0.309059
337	0.299238
338	0.293468
339	0.289728
340	0.287149
341	0.285299
342	0.283934
343	0.282902
344	0.282101
345	0.281459
346	0.280923
347	0.280452
348	0.280012
349	0.279572
350	0.279101
351	0.278564
352	0.277921
353	0.277118
354	0.276084
355	0.274717
356	0.272863
357	0.270278
358	0.266533
359	0.260755
360	0.250924
One-Turn Voltage
